course,off_time,race_name,pattern,distance_round,race_class,age_band,rating_band,prize,field_size,name,age,sex,number,draw,trainer,jockey,headgear,headgear_first,lbs,ofr,rpr,ts,last_run,form,comment,spotlight,quotes,stable_tour,trainer_rtf,stats_trainer_last_14_wins_pct,course_id,damsire_region,horse_id,jockey_allowance,trainer_location,owner_id,dam,stats_horse_distance,stats_jockey_last_14_wins,silk_path,region,sire_id,stats_jockey_ovr_profit,date,href,stats_jockey_last_14_profit,trainer_14_days_runs,race_type,gelding_first_time,breeder_id,going,damsire_id,distance_f,handicap,trainer_14_days_percent,claim,sire,non_runner,distance,dam_id,distance_y,surface,stats_trainer_ovr_wins_pct,sire_region,stats_trainer_last_14_runs,stats_horse_course,prev_owners,wind_surgery_second,wind_surgery_first,profile,stats_trainer_ovr_runs,prev_trainers,sex_code,stats_jockey_ovr_wins_pct,stats_jockey_last_14_runs,stats_trainer_last_14_profit,breeder,stats_jockey_ovr_wins,dam_region,owner,jockey_id,stats_trainer_ovr_profit,stats_jockey_ovr_runs,stats_jockey_last_14_wins_pct,silk_url,dob,colour,medical,reserve,stats_trainer_last_14_wins,stats_trainer_ovr_wins,race_id,stats_horse_going,trainer_14_days_wins,trainer_id,course_detail,damsire
Hexham,14:00,"carpetgallop.co.uk Where Performance Begins ""National Hunt"" Novices' Hurdle (GBB Race)",,2m,4,4yo+,,"£5,446",12,Prince Phil,5,gelding,11,,Sam England,William Maggs,h,False,156,,,,17,5P,,,,,36.84,0%,25,USA,8498828,3,"Guiseley, W Yorks",256259,Just A Feeling,"{'runs': '2', 'wins': '0'}",1,,GB,640961,-12.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915321,-9.00,19,Hurdle,False,1109753,Good To Soft,96578,16,False,0,3,Lindas Lad,False,2m48y,879721,3568,Turf,14%,GB,12,"{'runs': '0', 'wins': '0'}",,False,False,8498828/prince-phil,69,[],G,4%,11,-12.00,Mr & Mrs I Ross,1,GB,Tor Side Racing,101507,-20.13,25,9%,,2021-04-09,B,[],False,0,10,915321,"{'runs': '0', 'wins': '0'}",0,31667,,Flemensfirth
Hexham,14:00,"carpetgallop.co.uk Where Performance Begins ""National Hunt"" Novices' Hurdle (GBB Race)",,2m,4,4yo+,,"£5,446",12,Marvel Magic,4,gelding,12,,Lucinda Russell & Michael Scudamore,Patrick Wadge,,False,148,,49,,69,466,,,,,33.33,8%,25,FR,8383835,,"Milnathort, Perth & Kinross",195727,Dame Magic,"{'runs': '3', 'wins': '0'}",0,,FR,763463,-32.84,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915321,-7.00,15,Hurdle,False,1140594,Good To Soft,570564,16,False,7,,Masked Marvel,False,2m48y,8383842,3568,Turf,19%,GB,13,"{'runs': '0', 'wins': '0'}",,False,False,8383835/marvel-magic,31,[],G,13%,7,-10.60,Bernadette Quesny,8,FR,Mrs S Russell,100439,-15.04,61,0%,,2022-04-10,B,[],False,1,6,915321,"{'runs': '2', 'wins': '0'}",1,42490,,Kapgarde
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Young Getaway,7,gelding,1,,Nicky Richards,Danny McMenamin,,False,168,110,,,364,33412-,,,,,88.89,89%,25,IRE,5509253,,"Greystoke, Cumbria",25435,The Youngone,"{'runs': '5', 'wins': '0'}",10,,IRE,657490,-5.82,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,-3.65,9,Chase,False,1028807,Good To Soft,99826,15.5,True,89,,Getaway,False,1m7f133y,4229787,3433,Turf,20%,GER,9,"{'runs': '1', 'wins': '0'}",,False,False,5509253/young-getaway,92,[],G,16%,32,+15.52,Joe Sloan,26,IRE,Mrs P Sloan,97855,-18.63,160,31%,,2019-02-24,B,"[{'date': '2024-01-03', 'type': 'Wind Surgery'}]",False,8,18,915318,"{'runs': '2', 'wins': '1'}",8,13176,,Alhaarth
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,That One,7,gelding,2,,James Walton,Jack Power,,False,168,110,,,51,21-269,,,,,,-,25,IRE,5638443,5,"Thropton, Northumberland",91847,Dont Point,"{'runs': '5', 'wins': '1'}",1,,GB,851053,-10.63,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,-4.80,0,Chase,False,1032784,Good To Soft,88726,15.5,True,,5,Dartmouth,False,1m7f133y,882633,3433,Turf,10%,GB,0,"{'runs': '3', 'wins': '1'}",,False,False,5638443/that-one,60,[],G,8%,9,0.00,Messrs F T Walton,1,GB,Messrs F T Walton,101951,-26.38,13,11%,,2019-05-07,B,[],False,0,6,915318,"{'runs': '5', 'wins': '1'}",0,2824,,Double Trigger
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Heads Or Harps,9,gelding,3,,Lucinda Russell & Michael Scudamore,Derek Fox,,False,167,109,119,106,38,-62322,,,,,33.33,8%,25,IRE,3984120,,"Milnathort, Perth & Kinross",142238,Dametori,"{'runs': '3', 'wins': '1'}",1,,GB,96578,-27.60,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,-2.60,15,Chase,False,1121619,Good To Soft,90621,15.5,True,7,,Flemensfirth,False,1m7f133y,851884,3433,Turf,19%,USA,13,"{'runs': '0', 'wins': '0'}",,False,False,3984120/heads-or-harps,31,"[{'trainer': 'Lucinda Russell', 'trainer_id': 6990, 'change_date': '2025-10-27'}, {'trainer': 'Michael Scudamore', 'trainer_id': 20450, 'change_date': '2024-12-20'}]",G,15%,5,-10.60,Rowland Crellin,19,FR,Mark Blandford,88471,-15.04,129,20%,,2017-06-23,B,"[{'date': '2023-01-12', 'type': 'Wind Surgery'}]",False,1,6,915318,"{'runs': '4', 'wins': '0'}",1,42490,,Vettori
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Choose A Copper,8,gelding,4,,Lucinda Russell & Michael Scudamore,Patrick Wadge,t,False,166,108,108,94,86,5P5-77,,,"2024-10-12 | Choose A Copper | 4753589 | Falcons Events Proudly Support Hexham Racecourse Novices' Limited Handicap Chase (GBB Race) | 876606 | Hexham | 25 | 20 | 4415 | We're absolutely delighted with Choose A Copper. He had good form over hurdles but he's going to take it to another level over fences and it's just so exciting. We're sitting here watching Chepstow and thinking about who we're going to come up against for the rest of the season. It's great to start them off here at Hexham and he can step up next time. We might try and find a similar race and stick at this trip before going up in grade after that - Lucinda Russell, trainer.||2023-10-14 | Choose A Copper | 4753589 | Mick Blair Memorial Novices' Hurdle (GBB Race) | 849689 | Hexham | 25 | 16 | 3568 | Choose A Copper is an outstanding horse. He moves really well and if you lead him you have to run to keep up with him. Working him at home, he goes like a stayer but he has power and a bit of pace so for a long-distance prospect to win over two miles is good. He's a little bit green, he needs a bit of experience. I can't wait for him to go chasing but I'll have to be patient about that - Lucinda Russell, trainer.",Choose A Copper | 4753589 | I've been delighted with him. He won his novice handicap chase at Hexham nicely and I still think he's off a good mark. We'll step him up next time and I'd love to take him to Sandown or Newbury as I can see him jumping well around there. He's a very nice horse. 30-10-24,33.33,8%,25,IRE,4753589,,"Milnathort, Perth & Kinross",336210,Printing Copper,"{'runs': '2', 'wins': '1'}",0,,IRE,441502,-32.84,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,-7.00,15,Chase,False,1042197,Good To Soft,471226,15.5,True,7,,Well Chosen,False,1m7f133y,701110,3433,Turf,19%,GB,13,"{'runs': '3', 'wins': '2'}",,False,False,4753589/choose-a-copper,31,"[{'trainer': 'Lucinda Russell', 'trainer_id': 6990, 'change_date': '2025-10-27'}]",G,13%,7,-10.60,Donal Coffey,8,IRE,Thunder Holdings Ltd & Russell,100439,-15.04,61,0%,,2018-03-06,B,"[{'date': '2025-05-07', 'type': 'Wind Surgery'}, {'date': '2025-01-03', 'type': 'Wind Surgery'}, {'date': '2024-03-07', 'type': 'Wind Surgery'}]",False,1,6,915318,"{'runs': '6', 'wins': '0'}",1,42490,,Blueprint
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Rock On Jet,7,gelding,5,,George Bewley,Jonathon Bewley,h,False,164,106,109,102,101,134-P3,,,,,28.57,0%,25,GB,5457580,,"Colby, Cumbria",343995,Supreme Magical,"{'runs': '8', 'wins': '1'}",0,,IRE,761950,-54.63,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,-7.00,7,Chase,False,1112721,Good To Soft,304561,15.5,True,0,,Jet Away,False,1m7f133y,578763,3433,Turf,10%,GB,7,"{'runs': '3', 'wins': '0'}",Ms M M Gannon (2024-04-29),False,False,5457580/rock-on-jet,164,"[{'trainer': 'Ms M M Gannon', 'trainer_id': 13700, 'change_date': '2024-04-29'}]",G,10%,7,-7.00,Michael McCullagh,12,GB,Ivinson MandleAnnett And Gibson,85783,-9.63,126,0%,,2019-05-15,B,"[{'date': '2025-09-16', 'type': 'Wind Surgery'}]",False,0,16,915318,"{'runs': '4', 'wins': '0'}",0,6351,,Supreme Leader
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Flash Du Pistolet,8,gelding,6,,Stuart Coltherd,Sean Quinlan,tp,True,159,101,120,114,22,P-5257,,,"2025-03-22 | Flash Du Pistolet | 4117793 | Ladbrokes 'Boost Your Bet Builder' Handicap Chase (GBB Race) | 888364 | Kelso | 27 | 17 | 3754 | There's still a lot of improvement in Flash Du Pistolet, there's plenty of maturing still to come. He's definitely improved for better ground - Stuart Coltherd, trainer.",,100,33%,25,IRE,4117793,,"Selkirk, Roxburghshire",329206,Pistol Flash,"{'runs': '8', 'wins': '0'}",5,,IRE,561095,-76.41,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,-0.13,3,Chase,False,1050905,Good To Soft,63077,15.5,True,33,,Westerner,False,1m7f133y,672357,3433,Turf,10%,GB,3,"{'runs': '0', 'wins': '0'}",,False,False,4117793/flash-du-pistolet,114,[],G,17%,24,+298.00,Eimear Mulhern,43,IRE,R&L McCulloch & D Crawford,82485,-34.08,247,21%,,2018-05-11,B,[],False,1,11,915318,"{'runs': '6', 'wins': '1'}",1,9181,,Pistolet Bleu
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Too Cool Forshrule,7,gelding,7,,Jackie Stephen,Jonathan Burke,,False,157,99,116,100,22,653U1P,,,,,0,0%,25,IRE,5368110,,"Lilliesleaf, Roxburghshire",245176,Shrule Girl,"{'runs': '4', 'wins': '0'}",2,,IRE,691469,-3.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,-6.50,2,Chase,False,1137211,Good To Soft,462135,15.5,True,0,,Watar,False,1m7f133y,5368123,3433,Turf,7%,IRE,2,"{'runs': '1', 'wins': '0'}",Myddelton Family (2025-09-27)||G C Myddelton (2025-01-03),False,False,5368110/too-cool-forshrule,27,"[{'trainer': 'Oliver Greenall & Josh Guerriero', 'trainer_id': 39482, 'change_date': '2025-09-27'}]",G,0%,25,-2.00,James Cosgrave,0,IRE,Jackie Stephen Racing Club,91759,-13.50,3,8%,,2019-04-20,B,[],False,0,2,915318,"{'runs': '6', 'wins': '0'}",0,26482,,Oscar
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Forsa Bay,6,gelding,8,,L J Morgan,Miss Ellie Callwood,v,False,154,96,115,105,8,5-3P35,,,,,0,0%,25,GB,5627435,7,"Waltham On The Wolds, Leics",332989,Flowers On Sunday,"{'runs': '3', 'wins': '0'}",0,,IRE,602597,-1.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,-3.00,7,Chase,False,10761,Good To Soft,96595,15.5,True,0,7,Walk In The Park,False,1m7f133y,2984484,3433,Turf,17%,IRE,7,"{'runs': '0', 'wins': '0'}",T P Radford (2025-11-08),False,False,5627435/forsa-bay,18,[],G,0%,3,-7.00,Oliver Loughlin,0,IRE,The Black And White Army,102686,-1.56,1,0%,,2020-03-17,B,[],False,0,3,915318,"{'runs': '5', 'wins': '0'}",0,32261,,Presenting
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Powerofjet,7,gelding,9,,Martin Todhunter,Jamie Hamilton,,False,154,96,116,105,22,-31433,,,,,50,0%,25,GB,5472203,,"Orton, Cumbria",124223,Our Dot,"{'runs': '7', 'wins': '1'}",3,,IRE,761950,-84.46,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,+293.00,4,Chase,False,1107842,Good To Soft,304561,15.5,True,0,,Jet Away,False,1m7f133y,717962,3433,Turf,13%,GB,2,"{'runs': '2', 'wins': '0'}",,False,False,5472203/powerofjet,56,[],G,12%,18,-2.00,Ms S Rothwell,20,IRE,Murphys Law Partnership,90517,-21.38,172,17%,,2019-06-19,B,[],False,0,7,915318,"{'runs': '5', 'wins': '1'}",0,9693,,Supreme Leader
Hexham,14:30,Anthony Woods Electrical Lightning Bolt Handicap Chase (GBB Race),,1m7½f,4,5yo+,0-110,"£6,786",13,Royal Deeside,6,gelding,10,,Patrick Morris,Charlie Maggs,,False,151,93,114,110,9,1S1P33,,,,"Royal Deeside | 4497046 | He was placed nearly every run over hurdles last season, he's strengthened over the summer and, although I was rather disappointed with him at Plumpton two runs ago he did run much better at Warwick on Tuesday. His trip is 2m, to start with at least. 07-11-24",38.46,0%,25,GB,4497046,3,"Prescott, Merseyside",285471,Ebb,"{'runs': '8', 'wins': '0'}",4,,GB,906477,-5.14,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915318,+0.50,13,Chase,False,1127533,Good To Soft,541314,15.5,True,0,3,Churchill,False,1m7f133y,894957,3433,Turf,40%,IRE,2,"{'runs': '5', 'wins': '2'}",J Law (2025-01-29),False,False,4497046/royal-deeside,5,"[{'trainer': 'Alan King', 'trainer_id': 13928, 'change_date': '2025-01-29'}]",G,14%,22,-2.00,Jake Warren Ltd & Baroda & Colbinstown,3,GB,K Jardine R Griffiths,101500,+11.25,21,18%,,2020-02-10,B,[],False,0,2,915318,"{'runs': '6', 'wins': '0'}",0,14293,,Acclamation
