course,off_time,race_name,pattern,distance_round,race_class,age_band,rating_band,prize,field_size,name,age,sex,number,draw,trainer,jockey,headgear,headgear_first,lbs,ofr,rpr,ts,last_run,form,comment,spotlight,quotes,stable_tour,trainer_rtf,handicap,stats_jockey_ovr_wins_pct,distance,stats_trainer_last_14_wins,prev_trainers,dob,breeder_id,jockey_id,stats_horse_going,distance_y,trainer_14_days_runs,wind_surgery_first,breeder,damsire_id,stats_trainer_ovr_wins_pct,course_detail,reserve,trainer_14_days_percent,silk_url,race_id,stats_jockey_last_14_wins_pct,stats_trainer_ovr_profit,stats_trainer_last_14_wins_pct,region,stats_trainer_last_14_runs,href,profile,owner_id,trainer_location,stats_jockey_last_14_runs,stats_jockey_ovr_profit,race_type,course_id,damsire,horse_id,medical,sire_region,stats_jockey_ovr_runs,surface,date,sire_id,stats_horse_distance,stats_trainer_ovr_runs,colour,stats_jockey_last_14_profit,distance_f,dam_region,damsire_region,claim,dam_id,prev_owners,wind_surgery_second,sex_code,sire,non_runner,dam,stats_jockey_last_14_wins,trainer_id,stats_trainer_ovr_wins,stats_trainer_last_14_profit,silk_path,jockey_allowance,gelding_first_time,going,trainer_14_days_wins,stats_horse_course,stats_jockey_ovr_wins,owner
Leopardstown,14:10,Look De Vega At Ballylinch Stud Fillies Maiden,,1m,,3yo,,"€10,013",16,Lamberella,3,filly,11,13,David Marnane,Luke McAteer,,False,129,,40,32,194,0-,Gleneagles filly finished last of 16 on Cork debut in September; can only be watched,Gleneagles filly finished last of 16 on Cork debut in September; can only be watched for now.,,,66.67,False,10%,1m,3,[],2023-03-29,1134752,96569,"{'runs': '0', 'wins': '0'}",1760,10,False,Lambari Partnership,528206,4%,,False,30,,917348,11%,-42.50,33%,IRE,9,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917348,8183827/lamberella,316116,"Bansha, Co Tipperary",27,-38.22,Flat,187,Medicean,8183827,[],IRE,97,Turf,2026-04-12,859275,"{'runs': '1', 'wins': '0'}",55,CH,+2.50,8,FR,GB,,1576276,,False,F,Gleneagles,False,Lambari,3,17308,2,+20.50,,,False,Good To Yielding,3,"{'runs': '0', 'wins': '0'}",10,MRC International
Leopardstown,14:10,Look De Vega At Ballylinch Stud Fillies Maiden,,1m,,3yo,,"€10,013",16,Purely,3,filly,12,15,A P OBrien,Ryan Moore,b,True,129,,74,24,165,77-,Plenty of improvement needed on two juvenile runs; blinkers tried,Siyouni filly didn't count on Naas debut in October and later in month made plenty of use of when favourite at Dundalk but faded tamely over 7f; blinkers fitted for seasonal return and upped in trip.,,,58.82,False,34%,1m,3,[],2023-04-07,1110697,79202,"{'runs': '0', 'wins': '0'}",1760,23,False,Coolmore,531769,23%,,False,17,,917348,11%,-41.08,18%,IRE,17,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917348,8170208/purely,143761,"Cashel, Co Tipperary",9,-12.18,Flat,187,Galileo,8170208,[],FR,105,Turf,2026-04-12,733304,"{'runs': '0', 'wins': '0'}",362,B,-7.43,8,GB,IRE,,862653,,False,F,Siyouni,False,Curvy,1,7978,82,-10.52,,,False,Good To Yielding,4,"{'runs': '0', 'wins': '0'}",36,Michael Tabor & Derrick Smith & Mrs John Magnier
Leopardstown,14:10,Look De Vega At Ballylinch Stud Fillies Maiden,,1m,,3yo,,"€10,013",16,Rodeo Blues,3,filly,13,7,Joseph Patrick OBrien,Declan McDonogh,,False,129,,,,,,Seemingly the lesser likely of Joseph O'Brien's pair but worth a look for future reference,"Blue Point filly cost 75,000euros as a yearling; first foal; dam maiden half-sister to winners Royal Julius (1m1f Group 2) and Hooflepuff (prolific 8.6f-1m4f AW), out of unraced half-sister to 1m2f 2yo Group 1 winner Goldamix; newcomer seemingly the lesser likely of Joseph O'Brien's pair but worth a look for future reference.",,,53.06,False,10%,1m,6,[],2023-03-02,1139488,13203,"{'runs': '0', 'wins': '0'}",1760,52,False,Mr & Mrs Reddy Coffey & Claire Fitzsimon,855564,12%,,False,15,,917348,4%,-78.85,14%,IRE,42,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917348,7900549/rodeo-blues,336451,"Owning Hill, Co Kilkenny",27,-41.33,Flat,187,Kodi Bear,7900549,[],IRE,174,Turf,2026-04-12,1025027,"{'runs': '0', 'wins': '0'}",302,BB,-22.50,8,IRE,IRE,,3244615,,False,F,Blue Point,False,Rodeo Drive,1,32145,37,+24.50,,,False,Good To Yielding,8,"{'runs': '0', 'wins': '0'}",17,Annus Mirabilis Synd/Sean ODriscoll/Middle Cow Umlimited
Leopardstown,14:10,Look De Vega At Ballylinch Stud Fillies Maiden,,1m,,3yo,,"€10,013",16,Sands Castle,3,filly,14,3,Adrian Sexton,Yudish Geerdharry,,False,129,,17,,161,00-,Soundly beaten in both late-season maidens at big odds; easily overlooked now,Sands Of Mali filly soundly beaten in both late-season maidens at big odds; easily overlooked now.,,,0,False,8%,1m,0,[],2023-03-02,1103495,102090,"{'runs': '0', 'wins': '0'}",1760,5,False,Alan & Elaine Strain,806738,0%,,False,0,,917348,50%,-4.00,0%,IRE,2,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917348,8268287/sands-castle,118327,"Athy, Co Kildare",2,-4.00,Flat,187,Dawn Approach,8268287,[],FR,12,Turf,2026-04-12,1540372,"{'runs': '1', 'wins': '0'}",4,B,+13.00,8,IRE,IRE,7,4425859,,False,F,Sands Of Mali,False,Light At Dawn,1,17956,0,-2.00,,7,False,Good To Yielding,0,"{'runs': '0', 'wins': '0'}",1,Vincent Kelly
Leopardstown,14:10,Look De Vega At Ballylinch Stud Fillies Maiden,,1m,,3yo,,"€10,013",16,Skydance,3,filly,15,9,W McCreery,W J Lee,,False,129,106,109,92,210,33265-,"Highly-tried maiden last season; Irish 1,000 Guineas entry could stay  1m+; big player","Maiden tried at Group level on final four starts last season, showing smart level of form when second in Silver Flash Stakes here and final start when beaten under 4l in Group 1 Moyglare Stud Stakes at the Curragh; Irish 1,000 Guineas entry could well stay beyond 1m; big player.",,,44.44,False,12%,1m,0,[],2023-03-20,1066733,81425,"{'runs': '1', 'wins': '0'}",1760,12,False,Skymarc Farm Inc And Ecurie Des Monceaux,855467,10%,,False,0,,917348,6%,+4.03,0%,GB,9,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917348,7601613/skydance,317708,"Rathbride, Co Kildare",35,+18.04,Flat,187,Muhaarar,7601613,[],IRE,193,Turf,2026-04-12,839502,"{'runs': '0', 'wins': '0'}",87,B,-26.92,8,IRE,GB,,3094449,,False,F,Night Of Thunder,False,Paix,2,20409,9,-9.00,,,False,Good To Yielding,0,"{'runs': '1', 'wins': '0'}",23,Al Shiraaa Racing Limited
Leopardstown,14:10,Look De Vega At Ballylinch Stud Fillies Maiden,,1m,,3yo,,"€10,013",16,Thundering On,3,filly,16,5,Joseph Patrick OBrien,J M Sheridan,,False,129,,105,99,173,42-,Group 3 second last October; could prove the one to beat if handling this better ground,"Frankel filly, whose dam won the 1m2f Pretty Polly for this stable; both juvenile runs came at the Curragh in October on testing ground, on second occasion staying on well into a clear second in Group 3 Staffordstown Stud Stakes over this trip; will thrive over mid-distances in time but can make her mark at 1m; could prove the one to beat if handling this better ground.",,,53.06,False,6%,1m,6,[],2023-01-17,1142393,99171,"{'runs': '0', 'wins': '0'}",1760,52,False,Shapoor Mistry,839502,12%,,False,15,,917348,17%,-78.85,14%,GB,42,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917348,8188004/thundering-on,184685,"Owning Hill, Co Kilkenny",30,-48.50,Flat,187,Night Of Thunder,8188004,[],GB,81,Turf,2026-04-12,763453,"{'runs': '1', 'wins': '0'}",302,CH,+32.00,8,IRE,IRE,,2852534,,False,F,Frankel,False,Thundering Nights,5,32145,37,+24.50,,,False,Good To Yielding,8,"{'runs': '0', 'wins': '0'}",5,Shapoor Mistry
Leopardstown,14:45,Sunday 10th May Leopardstown Family Day Handicap,,1m,,3yo+,0-60,"€7,068",20,Land Of The Giants,4,gelding,1,15,Adrian McGuinness,Ronan Whelan,h,False,142,60,62,29,23,7-3600,"Maiden who has done most of his racing at Dundalk, career-low mark, still hard to fancy",Maiden who has done most of his racing at Dundalk; career-low mark; still hard to fancy; stable has two other runners.,,,25,True,10%,1m,2,"[{'trainer': 'Miss Natalia Lupini', 'trainer_id': 30945, 'change_date': '2025-10-14'}]",2022-05-13,1136136,88563,"{'runs': '0', 'wins': '0'}",1760,23,False,Mr Jack Devaney,503034,5%,,False,9,,917349,7%,-49.00,11%,IRE,19,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917349,6465137/land-of-the-giants,363309,"Lusk, Co Dublin",15,-27.93,Flat,187,Montjeu,6465137,[],GB,142,Turf,2026-04-12,2031533,"{'runs': '5', 'wins': '0'}",146,CH,+14.00,8,IRE,IRE,,813753,Ben Dalton/Bryan Cooper/C.G. Bryson (2025-10-14)||Ben Dalton & Bryan Cooper & C G Bryson (2025-08-19)||Ben Dalton (2025-07-31),False,G,Calyx,False,Silky,1,14088,7,-4.50,,,False,Good To Yielding,2,"{'runs': '2', 'wins': '0'}",14,Mark Devlin & Nigel OHare & Philip Smith & Bart OSullivan
Leopardstown,14:45,Sunday 10th May Leopardstown Family Day Handicap,,1m,,3yo+,0-60,"€7,068",20,Rampage,7,gelding,2,2,T G McCourt,James Ryan,tv,False,142,60,65,7,15,030-70,"Ran respectably on the first of two Curragh outings last month, others preferred","Four-time winner, including twice on turf early in his career; won at Dundalk during a busy 2025 campaign; ran respectably on the first of two Curragh outings last month; others preferred","2023-09-12 | Rampage | 4318855 | James P. Cunningham Electrical Handicap | 849249 | Galway | 183 | 8.5 | 1883 | The stiffer track suited Rampage today. We were a bit worried about the ground but he showed us he is well able for it. We took a while to get to know him but he seems to be in a good vein of form. He was due his head in front again. It opened up well for me, he got the splits at the right time and when he gets there he just does enough - James Ryan, jockey.",,42.86,True,6%,1m,1,"[{'trainer': 'Daniel & Claire Kubler', 'trainer_id': 37637, 'change_date': '2023-03-21'}]",2019-04-14,289,101012,"{'runs': '3', 'wins': '0'}",1760,9,False,Ennistown Stud,506927,4%,,False,11,,917349,20%,-54.50,17%,IRE,6,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917349,4318855/rampage,333402,"Stamullen, Co Meath",10,-60.50,Flat,187,Invincible Spirit,4318855,[],GB,120,Turf,2026-04-12,872425,"{'runs': '34', 'wins': '2'}",71,B,+18.00,8,IRE,IRE,,675901,Mrs Pauline McCourt/Whytes Stamullen Syndicate (2023-07-25)||Mrs P McCourt (2023-04-06)||D Blunt & G Middlebrook (2023-03-21),False,G,New Bay,False,Hall Hee,2,4244,3,0.00,,,False,Good To Yielding,1,"{'runs': '12', 'wins': '1'}",7,Mrs P McCourt/Whytes Stamullen Syndicate/S Sweeney
Leopardstown,14:45,Sunday 10th May Leopardstown Family Day Handicap,,1m,,3yo+,0-60,"€7,068",20,Comfort Line,9,gelding,3,14,Adrian McGuinness,Gabriella Hill,v,False,140,58,62,,11,605204,"Has a better strike rate on AW, one of three runners for the stable, hard to be confident",Six-time Dundalk winner with his last win coming over C&D this time last year off 72; one of three runners for the stable; hard to be confident given his modest turf win record (3-70).,"2024-07-12 | Comfort Line | 2863058 | Gift & Art Gallery Dundalk Handicap (Div II) | 872539 | Dundalk (AW) | 1138 | 8 | 1760 | Comfort Line ate up this morning, did a half-hour on the beach this morning and we decided we had nothing to lose. He's solid and a good fun horse, when he comes back down to this sort of grade he wins - Ado McGuinness, trainer.||2022-08-25 | Comfort Line | 2863058 | www.navanracecourse.ie Handicap | 819938 | Navan | 193 | 8 | 1760 | The handicapper gave Comfort Line a bit of a chance by dropping him a few pounds. I was a bit disappointed at Galway when he had an outside draw and didn't get a chance. He was coming back to form and, all being well, he'll run in the Cambridgeshire in a couple of days. I used the cheekpieces on him (when second) in the Lincoln earlier this year and had been kind of saving them until he was back where I thought he'd be - Mick Mulvany, trainer.||2020-10-21 | Comfort Line | 2863058 | PWC Kilkenny Handicap | 769690 | Gowran Park | 184 | 7 | 1540 | He's a horse I always thought would make up into a nice horse and I think he'll make a far better four-year-old. He's very big and he's filling into his frame. The Irish Lincoln is the plan for him. You'd be hopeful he'll turn into a Lincoln horse - Mick Mulvany, trainer||2020-07-17 | Comfort Line | 2863058 | LimerickRaces.ie Maiden (Div I) | 762814 | Limerick | 188 | 8 | 1760 | Leigh Roche came in the last day and said he just didn't stay the mile and a quarter. I always thought he'd be a nice horse and still think he'll get a mile and two furlongs, but he's still only maturing into a horse. He's a big frame of a horse and the breed of them only get better as they get older. You'd be hoping he'll develop into the type of horse we think he is. We'll probably go to Galway after this for a three-year-old race. I'd blame myself for the last few runs and last time we found out for sure he didn't stay a mile and a quarter yet. Gary [Carroll] said today that he felt the horse was idling in front so hopefully he can keep progressing - Mick Mulvany, trainer of Comfort Line",,25,True,13%,1m,2,"[{'trainer': 'Denis Gerard Hogan', 'trainer_id': 21879, 'change_date': '2026-02-09'}, {'trainer': 'Adrian McGuinness', 'trainer_id': 14088, 'change_date': '2026-01-08'}, {'trainer': 'Michael Mulvany', 'trainer_id': 17940, 'change_date': '2023-03-14'}]",2017-05-12,26248,102996,"{'runs': '5', 'wins': '0'}",1760,23,False,Thomas G Cooke,455293,5%,,False,9,,917349,0%,-49.00,11%,IRE,19,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917349,2863058/comfort-line,116369,"Lusk, Co Dublin",2,-5.63,Flat,187,Peintre Celebre,2863058,[],IRE,8,Turf,2026-04-12,805266,"{'runs': '44', 'wins': '5'}",146,GR,-2.00,8,IRE,USA,7,580988,James McAuley (2026-02-09)||Dooley Thoroughbreds & Martin W White (2026-01-08)||L Mulvany (2023-03-14),False,G,Alhebayeb,False,Begin The Beguine,0,14088,7,-4.50,,7,False,Good To Yielding,2,"{'runs': '8', 'wins': '0'}",1,Adrian McGuinness
Leopardstown,14:45,Sunday 10th May Leopardstown Family Day Handicap,,1m,,3yo+,0-60,"€7,068",20,Sedro Woolley,4,gelding,4,4,W McCreery,W J Lee,v,True,140,58,60,46,60,5-56,"Qualified for a mark with two AW runs, one of the less exposed runners, worth considering","Finished fifth in a decent Limerick maiden on debut last April (7f, soft); has qualified for a mark with two AW runs; one of the less exposed runners; worth considering.",,,44.44,True,12%,1m,0,[],2022-02-25,1033227,81425,"{'runs': '0', 'wins': '0'}",1760,12,False,South House Stud,589690,10%,,False,0,,917349,6%,+4.03,0%,IRE,9,https://www.racingpost.com/racecards/187/leopardstown/2026-04-12/917349,7457870/sedro-woolley,357518,"Rathbride, Co Kildare",35,+18.04,Flat,187,Dubawi,7457870,[],IRE,193,Turf,2026-04-12,1025027,"{'runs': '0', 'wins': '0'}",87,B,-26.92,8,GB,IRE,,1927323,,False,G,Blue Point,False,Asoof,2,20409,9,-9.00,,,False,Good To Yielding,0,"{'runs': '0', 'wins': '0'}",23,South House StudEstate of Noel Murphy
